chengyu,pinyin,english_definition,category,sub_category
蓬头垢面,péng tóu gòu miàn,messy hair and dirty face/bad appearance,带人体成语 Idioms about the human body,
五脏六腑,wǔ zàng liù fǔ,five viscera and six bowels (TCM),带人体成语 Idioms about the human body,
咬牙切齿,yǎo yá qiè chǐ,(idiom) to gnash one's teeth; to fume with rage,带人体成语 Idioms about the human body,
血口喷人,xuè kǒu pēn rén,to spit blood (idiom); venomous slander/malicious attacks,带人体成语 Idioms about the human body,
腹背受敌,fù bèi shòu dí,(idiom) to be attacked from the front and rear,带人体成语 Idioms about the human body,
肝脑涂地,gān nǎo tú dì,to offer one's life in sacrifice,带人体成语 Idioms about the human body,
沁人心脾,qìn rén xīn pí,to penetrate deeply into the heart (idiom)/to gladden the heart/to refresh the mind,带人体成语 Idioms about the human body,
近在眉睫,jìn zài méi jié,,带人体成语 Idioms about the human body,
情同手足,qíng tóng shǒu zú,as close as one's hands and feet (idiom); loving one another as brothers/deep friendship/closely attached to one another,带人体成语 Idioms about the human body,
眼高手低,yǎn gāo shǒu dī,to have high standards but little ability/to be fastidious but incompetent (idiom),带人体成语 Idioms about the human body,
目瞪口呆,mù dèng kǒu dāi,dumbstruck (idiom); stupefied/stunned,带人体成语 Idioms about the human body,
胸无点墨,xiōng wú diǎn mò,,带人体成语 Idioms about the human body,
头重脚轻,tóu zhòng jiǎo qīng,top-heavy/fig. unbalance in organization or political structure,带人体成语 Idioms about the human body,
手足情深,shǒu zú qíng shēn,,带人体成语 Idioms about the human body,
口是心非,kǒu shì xīn fēi,duplicity/hypocrisy (idiom),带人体成语 Idioms about the human body,
眼疾手快,yǎn jí shǒu kuài,sharp-eyed and adroit,带人体成语 Idioms about the human body,
耳闻目睹,ěr wén mù dǔ,to witness personally,带人体成语 Idioms about the human body,
头破血流,tóu pò xuè liú,lit. head broken and blood flowing/fig. badly bruised,带人体成语 Idioms about the human body,
眉清目秀,méi qīng mù xiù,pretty/with delicate features,带人体成语 Idioms about the human body,
袖手傍观,xiù shǒu bàng guān,,带人体成语 Idioms about the human body,
口出不逊,kǒu chū bù xùn,,带人体成语 Idioms about the human body,
七嘴八舌,qī zuǐ bā shé,lively discussion with everybody talking at once,带人体成语 Idioms about the human body,
交头接耳,jiāo tóu jiē ěr,to whisper to one another's ear,带人体成语 Idioms about the human body,
手无缚鸡之力,shǒu wú fù jī zhī lì,lit. lacking the strength even to truss a chicken (idiom)/fig. weak/unaccustomed to physical work,带人体成语 Idioms about the human body,
旁若无人,páng ruò wú rén,to act as though there were nobody else present/unselfconscious/fig. without regard for others,带方位成语 Idioms with directions,
前车之鉴,qián chē zhī jiàn,to learn a lesson from the mistakes of one's predecessor (idiom),带方位成语 Idioms with directions,
旁敲侧击,páng qiāo cè jī,to make insinuations/to take an indirect approach (in making inquiries) (idiom),带方位成语 Idioms with directions,
人间地狱,rén jiān dì yù,hell on earth (idiom); suffering the torments of Buddhist hell while still alive/fig. having an uncomfortable time,带方位成语 Idioms with directions,
节外生枝,jié wài shēng zhī,(idiom) new problems arise unexpectedly,带方位成语 Idioms with directions,
福如东海,fú rú dōng hǎi,may your happiness be as immense as the East Sea (idiom),带方位成语 Idioms with directions,
马放南山,mǎ fàng nán shān,,带方位成语 Idioms with directions,
居高临下,jū gāo lín xià,"lit. to be in a high location, overlooking the scene below (idiom)/fig. to occupy a commanding position/to assume a haughty attitude",带方位成语 Idioms with directions,
蒙在鼓里,méng zài gǔ lǐ,lit. kept inside a drum (idiom)/fig. completely in the dark,带方位成语 Idioms with directions,
前呼后拥,qián hū hòu yōng,,带方位成语 Idioms with directions,
外柔中刚,wài róu zhōng gāng,,带方位成语 Idioms with directions,
前仰后合,qián yǎng hòu hé,to sway to and fro/to rock back and forth,带方位成语 Idioms with directions,
上蹿下跳,shàng cuān xià tiào,,带方位成语 Idioms with directions,
东张西望,dōng zhāng xī wàng,to look in all directions (idiom)/to glance around,带方位成语 Idioms with directions,
走南闯北,zǒu nán chuǎng běi,to travel extensively,带方位成语 Idioms with directions,
字里行间,zì lǐ háng jiān,between the words and the lines (idiom); implied meaning/connotations,带方位成语 Idioms with directions,
左右开弓,zuǒ yòu kāi gōng,"lit. to shoot from both sides (idiom)/fig. to display ambidexterity/to slap with one hand and then the other, in quick succession/to use both feet equally (football)",带方位成语 Idioms with directions,
转战南北,zhuǎn zhàn nán běi,,带方位成语 Idioms with directions,
后起之秀,hòu qǐ zhī xiù,an up-and-coming youngster; new talent; a brilliant younger generation,带方位成语 Idioms with directions,
内顾之忧,nèi gù zhī yōu,,带方位成语 Idioms with directions,
掌上明珠,zhǎng shàng míng zhū,lit. a pearl in the palm (idiom)/fig. beloved person (esp. daughter),带方位成语 Idioms with directions,
雨后春笋,yǔ hòu chūn sǔn,"lit. after rain, the spring bamboo (idiom); fig. rapid new growth/many new things emerge in rapid succession",带方位成语 Idioms with directions,
梁上君子,liáng shàng jūn zǐ,lit. the gentleman on the roof beam/fig. a thief,带方位成语 Idioms with directions,
泰山北斗,tài shān běi dǒu,lit. Mount Tai and the North Star (idiom)/fig. an outstanding figure in one's field,带方位成语 Idioms with directions,
袖手旁观,xiù shǒu páng guān,to watch with folded arms (idiom); to look on without lifting a finger,带方位成语 Idioms with directions,
大敌当前,dà dí dāng qián,(idiom) to be faced with a formidable enemy,带方位成语 Idioms with directions,
锥处囊中,zhuī chǔ náng zhōng,,带方位成语 Idioms with directions,
左邻右舍,zuǒ lín yòu shè,neighbors/next-door neighbors/related work units/colleagues doing related work,带方位成语 Idioms with directions,
上漏下湿,shàng lòu xià shī,,带方位成语 Idioms with directions,
左顾右盼,zuǒ gù yòu pàn,glancing to left and right (idiom); to look all around,带方位成语 Idioms with directions,
里勾外连,lǐ gōu wài lián,to act from inside in coordination with attackers outside/attacked from both inside and out,带方位成语 Idioms with directions,
天上人间,tiān shàng rén jiān,,带方位成语 Idioms with directions,
秀外慧中,xiù wài huì zhōng,good-looking and intelligent (idiom),带方位成语 Idioms with directions,
天南地北,tiān nán dì běi,distant places/all over the country/(to talk) about this and that,带方位成语 Idioms with directions,
内外交困,nèi wài jiāo kùn,,带方位成语 Idioms with directions,
举国上下,jǔ guó shàng xià,"the entire nation/the whole country, from the leadership to the rank and file",带方位成语 Idioms with directions,
东窗事发,dōng chuāng shì fā,(of a plot etc) to be exposed (idiom)/to come to light,带方位成语 Idioms with directions,
下不为例,xià bù wéi lì,not to be repeated/not to be taken as a precedent/just this once,带方位成语 Idioms with directions,
苦中作乐,kǔ zhōng zuò lè,to find joy in sorrows (idiom); to enjoy sth in spite of one's suffering,带方位成语 Idioms with directions,
绵里藏针,mián lǐ cáng zhēn,lit. a needle concealed in silk floss (idiom)/fig. ruthless character behind a gentle appearance/a wolf in sheep's clothing/an iron fist in a velvet glove,带方位成语 Idioms with directions,
稳操左卷,wěn cāo zuǒ juǎn,,带方位成语 Idioms with directions,
名列前茅,míng liè qián máo,to rank among the best,带方位成语 Idioms with directions,
力争上游,lì zhēng shàng yóu,to strive for mastery (idiom); aiming for the best result/to have high ambitions,带方位成语 Idioms with directions,
后来居上,hòu lái jū shàng,lit. late-comer lives above (idiom); the up-and-coming youngster outstrips the older generation/the pupil surpasses the master,带方位成语 Idioms with directions,
置之脑后,zhì zhī nǎo hòu,to banish from one's thoughts/to ignore/to take no notice,带方位成语 Idioms with directions,
南征北战,nán zhēng běi zhàn,war on all sides (idiom); fighting from all four quarters,带方位成语 Idioms with directions,
里应外合,lǐ yìng wài hé,to coordinate outside and inside offensives (idiom)/(fig.) to act together,带方位成语 Idioms with directions,
外强中干,wài qiáng zhōng gān,strong in appearance but weak in reality (idiom),带方位成语 Idioms with directions,
南来北往,nán lái běi wǎng,,带方位成语 Idioms with directions,
安内攘外,ān nèi rǎng wài,,带方位成语 Idioms with directions,
说东道西,shuō dōng dào xī,to chat about this and that/to talk about anything and everything,带方位成语 Idioms with directions,
瞻前顾后,zhān qián gù hòu,lit. to look forward and back (idiom)/fig. to consider carefully; to weigh the pros and cons/fig. to be overcautious and indecisive,带方位成语 Idioms with directions,
左右为难,zuǒ yòu wéi nán,(idiom) between a rock and a hard place/in a dilemma,带方位成语 Idioms with directions,
中流砥柱,zhōng liú dǐ zhù,mainstay/cornerstone/tower of strength,带方位成语 Idioms with directions,
间不容发,jiān bù róng fà,(to escape danger etc) by a hair's breadth (idiom)/in a critical state/on the brink of crisis/very close (to happening)/Taiwan pr. [jian4 bu4 rong2 fa3],带方位成语 Idioms with directions,
天下大乱,tiān xià dà luàn,the whole country in rebellion,带方位成语 Idioms with directions,
江东父老,jiāng dōng fù lǎo,,带方位成语 Idioms with directions,
日薄西山,rì bó xī shān,,带方位成语 Idioms with directions,
以绝后患,yǐ jué hòu huàn,,带方位成语 Idioms with directions,
九霄云外,jiǔ xiāo yún wài,beyond the topmost clouds (idiom)/unimaginably far away,带方位成语 Idioms with directions,
游戏人间,yóu xì rén jiān,,带方位成语 Idioms with directions,
喜出望外,xǐ chū wàng wài,to be pleased beyond one's expectations (idiom)/overjoyed at the turn of events,带方位成语 Idioms with directions,
外圆内方,wài yuán nèi fāng,"lit. outside-flexible, inside-firm (idiom)/fig. velvet glove",带方位成语 Idioms with directions,
东鳞西爪,dōng lín xī zhǎo,lit. a dragon's scale from the east and a dragon's claw from the west/odds and ends (idiom),带方位成语 Idioms with directions,
内忧外患,nèi yōu wài huàn,internal trouble and outside aggression (idiom); in a mess both domestically and abroad,带方位成语 Idioms with directions,
惩前毖后,chéng qián bì hòu,lit. to punish those before to prevent those after (idiom); to criticize former mistakes firmly to prevent them happening again,带方位成语 Idioms with directions,
彻里彻外,chè lǐ chè wài,,带方位成语 Idioms with directions,
声东击西,shēng dōng jī xī,to threaten the east and strike to the west (idiom)/to create a diversion,带方位成语 Idioms with directions,
俯仰之间,fǔ yǎng zhī jiān,in a flash,带方位成语 Idioms with directions,
黄金时代,huáng jīn shí dài,golden age,带色彩成语 Colorful idioms,
白雪皑皑,bái xuě ái ái,brilliant white snow cover (esp. of distant peaks),带色彩成语 Colorful idioms,
乌烟瘴气,wū yān zhàng qì,billowing smoke (idiom)/foul atmosphere/(fig.) murky atmosphere/in a turmoil,带色彩成语 Colorful idioms,
皓首穷经,hào shǒu qióng jīng,,带色彩成语 Colorful idioms,
青面獠牙,qīng miàn liáo yá,ferocious-looking (idiom),带色彩成语 Colorful idioms,
苍髯如戟,cāng rán rú jǐ,,带色彩成语 Colorful idioms,
金光灿烂,jīn guāng càn làn,,带色彩成语 Colorful idioms,
红颜薄命,hóng yán bó mìng,beautiful women suffer unhappy fates (idiom),带色彩成语 Colorful idioms,
白发苍苍,bái fà cāng cāng,old and gray-haired,带色彩成语 Colorful idioms,
花里胡哨,huā lǐ hú shào,gaudy/flashy (but without substance),带色彩成语 Colorful idioms,
五黄六月,wǔ huáng liù yuè,,带色彩成语 Colorful idioms,
